product_name,price,rating,rating_count,robot_type,height,battery_life,noise_level,features,smart_home_ecosystem,manufacturer,suction_power,dust_capacity,water_capacity,suitable_surfaces,max_threshold,room_area,battery_life_spec,charging_time,battery_type,battery_capacity,Model  Model name,Smart home features  Smart Home,Product dimensions  Weight,color
iRobot Braava Jet m6,369.0,4.1,542,Mopping robot,12.9,90.0,,Programmable cleaning schedules|Programmable room boundary|Staircase safe,Amazon Alexa|Apple Siri|Google Assistant|IFTTT|Swisscom HOME App,iRobot,,,0.45,Laminate|Parquet flooring|Stone|Tiles,6.0,100.0,90.0,180.0,Li-ion,1775.0,Braava jet m6,Compatible,5 kg,"Black, Silver"
Rowenta RR9485WH,643.0,,542,Vacuum mopping robot,9.7,120.0,70.0,,,Rowenta,4000.0,0.35,0.22,,,120.0,120.0,240.0,Li-ion,,,Compatible,9.44 kg,Black
Blaupunkt Bluebot Xboost,317.0,4.1,42,Vacuum mopping robot,7.6,120.0,55.0,Programmable room boundary,Amazon Alexa|Google Assistant,Blaupunkt,,0.6,0.35,Hard floor,20.0,180.0,120.0,300.0,Li-ion,2500.0,,Compatible,2.70 kg,Black
Rowenta RR9465WH,629.0,,42,Vacuum mopping robot,9.7,120.0,70.0,Obstacle detector,,Rowenta,4000.0,0.35,0.22,,,120.0,120.0,240.0,Li-ion,,,Compatible,5.80 kg,Black
"Midea Vacuum cleaner - robot M3L, White",129.0,,42,Robot vacuum,8.0,100.0,72.0,Automatic detergent addition,,Midea,,0.8,0.8,,,,100.0,240.0,,,,,2.80 kg,White
"Roborock Q7 Max Zwart Robotstofzuiger met dweilfunctie,58W,Met afveegfunctie,Multi-layer mapping en continu s",309.0,,42,Vacuum mopping robot,,,,Programmable cleaning schedules,,Roborock,4200.0,0.47,0.35,Ceramic|Wood,,,,,Li-ion,,,Compatible,6 kg,Black
Profi-Care PC-BSR 3043 14.8 V / 2600 mAh,229.0,3.1,7,Robot vacuum,7.5,120.0,61.0,Infrared sensor,Amazon Alexa|Google Assistant,Profi-Care,,0.4,,Carpet|Hard floor,,,120.0,180.0,Li-ion,2600.0,,Compatible,2.24 kg,Black
"Roborock Q7 Max Robotstofzuiger met dweilfunctie,58W,Met afveegfunctie,Multi-layer mapping en continu schoonm",309.0,,7,Vacuum mopping robot,13.9,,,,,Roborock,4200.0,0.47,0.35,Ceramic|Wood,,,,,Li-ion,5200.0,,,,White
Hoover HG410D 011,226.0,,7,Robot vacuum,9.9,120.0,65.0,Base station,,Hoover,,0.8,,,,,120.0,270.0,Li-ion,,,Compatible,2.60 kg,"Grey, Iron"
Beko VRR94314VB,469.0,,7,Robot vacuum,10.0,240.0,65.0,Laser navigation|Obstacle detector|Programmable room boundary,,Beko,5000.0,0.4,0.3,,,,240.0,,,,,Compatible,,Black
Ecovacs Saugroboter,749.0,5.0,2,Vacuum mopping robot,10.4,290.0,65.0,,Amazon Alexa|Google Assistant,Ecovacs,11000.0,4.0,0.06,Carpet,20.0,,290.0,240.0,Li,5200.0,,Compatible,10.50 kg,Rose
Liectroux L200,264.0,,2,Vacuum mopping robot,7.5,120.0,48.0,,Amazon Alexa|Google Assistant,Liectroux,4000.0,0.25,0.23,Carpet|Hard floor|Wood,,,120.0,264.0,Li-ion,2600.0,,Compatible,4.50 kg,Black
Tesla Intelligent robotic vacuum laser AI300 Plus TSL-VC-AI300PLUS,359.0,,2,Robot vacuum,9.25,6000.0,65.0,Automatic dust emptying|Automatic power adjustment,Amazon Alexa|Google Assistant,Tesla,,2.0,,,18.0,,6000.0,180.0,Li-ion,3200.0,,Compatible,7.15 kg,Black
"Ecovacs Robotics Deebot 901 Robot Vacuum Cleaner, App, Black",219.0,,2,Robot vacuum,,90.0,69.5,,,Ecovacs,,,,,,,90.0,,,,,Compatible,3.49 kg,Black
TP-Link RV30 Plus,648.0,4.6,7,Vacuum mopping robot,9.5,180.0,60.0,,Amazon Alexa|Google Assistant,TP-Link,4200.0,0.4,0.3,Carpet|Wood,20.0,,180.0,,Li-ion,5000.0,,Compatible,9 kg,White
Mamibot EXVAC880S,290.0,,7,Robot vacuum,9.8,110.0,70.0,,Amazon Alexa|Google Assistant,Mamibot,2800.0,0.6,0.37,Carpet|Hard floor|Laminate|Linoleum|Parquet flooring|Wood,20.0,,110.0,240.0,Li-ion,2600.0,,Compatible,3 kg,White
Concept VR3110 Robot Vacuum Cleaner Bagless,279.0,,7,Robot vacuum,,180.0,70.0,,,Concept,,0.6,0.1,Carpet|Hard floor,18.0,,180.0,240.0,Li-ion,3200.0,,Compatible,3.10 kg,Black
EZVIZ RE4P_240.0,240.0,,1,Vacuum mopping robot,9.5,240.0,,Base station|Carpet detection|Laser navigation|Obstacle detector|Staircase safe,Amazon Alexa|Google Assistant,EZVIZ,4000.0,0.35,0.3,Carpet|Hard floor|Laminate|Parquet flooring|Tiles|Tiles,20.0,300.0,240.0,300.0,Li-ion,4930.0,,Compatible,3.09 kg,White
EZVIZ RE4P_365.0,365.0,,7,Robot vacuum,9.5,240.0,74.0,Carpet detection|Obstacle detector|Staircase safe,Amazon Alexa|Google Assistant,EZVIZ,4000.0,0.35,0.3,Carpet|Hard floor|Parquet flooring|Tiles,20.0,300.0,240.0,300.0,Li-ion,4930.0,,Compatible,3.09 kg,White
eufy Clean RoboVac LR30 Hybrid+ EU,374.0,,7,Vacuum mopping robot,10.0,145.0,62.0,Independent emptying,Amazon Alexa|Google Assistant,eufy Clean,3000.0,0.2,0.2,Carpet|Hard floor,20.0,,145.0,240.0,Li-ion,3200.0,,Compatible,3.30 kg,Black
Rowenta RR8577WH,398.0,,7,Vacuum mopping robot,9.5,120.0,70.0,Laser navigation,Amazon Alexa|Google Assistant,Rowenta,2700.0,0.3,0.3,Carpet,18.0,,120.0,240.0,Li-ion,,,Compatible,3 kg,White
AEG AR71UW2DG 900402281,462.0,,7,Vacuum mopping robot,,175.0,,,,AEG,4000.0,,0.28,,20.0,140.0,175.0,360.0,Lithium,3200.0,,,,"Dark grey, Grey"
Rowenta RR9695,679.0,,7,Robot vacuum,9.8,120.0,65.0,Base station,,Rowenta,4000.0,0.35,0.22,,,,120.0,240.0,Li-ion,,,Compatible,,Black
Rowenta RR8595WH,429.0,,7,Vacuum mopping robot,9.5,120.0,65.0,,Amazon Alexa|Google Assistant,Rowenta,2700.0,0.26,0.3,,,,120.0,240.0,Li-ion,,,Compatible,8.83 kg,"Black, White"
Rowenta RR9675,639.0,,7,Robot vacuum,9.8,120.0,65.0,,,Rowenta,4000.0,0.35,0.22,,,,120.0,240.0,Li-ion,,,Compatible,,Black
Philips XU2100/10,319.0,,7,Vacuum mopping robot,9.7,130.0,66.0,,,Philips,2700.0,0.25,0.28,,,,130.0,330.0,Li-ion,2600.0,,Compatible,3.10 kg,"Blue, Navy"
TP-Link RV20 Max Plus,318.0,,7,Robot vacuum,8.3,180.0,55.0,Independent emptying,Amazon Alexa|Google Assistant,TP-Link,5300.0,0.4,0.3,,,,180.0,,,2600.0,,Compatible,,Black
Nedis WIFIVCL001CBK- Robotický Vysavač | Laserová navigace | Wi-Fi | Kapacita Sběrné Nádrže: 0.6 l,255.0,,7,Vacuum mopping robot,9.6,120.0,65.0,Programmable cleaning schedules,,Nedis,,0.6,0.35,,15.0,,120.0,390.0,,3000.0,,Compatible,2.70 kg,Black
Zeegma Zonder Robo Next,149.0,,7,,,,,,,Zeegma,,,,,,,,,,,,,,Black
Teesa Vacuum cleaner SMART VAC PRO cleaning robot,261.0,,7,Robot vacuum,10.0,100.0,65.0,Laser navigation|Programmable room boundary,,Teesa,3000.0,0.6,0.6,,,,100.0,180.0,Lithium,2600.0,,Compatible,3.10 kg,White
"Emerio Robot vacuum cleaner DC, rechargeable",189.0,,7,Robot vacuum,12.0,120.0,61.1,Base station,,Emerio,,0.5,,Carpet|Linoleum|Wood,,,120.0,210.0,Li,2000.0,,,3.40 kg,Black
Rowenta S+ RR8587,429.0,,7,Robot vacuum,9.5,120.0,65.0,Automatic dust emptying|Independent emptying,Amazon Alexa|Google Assistant,Rowenta,,0.26,0.3,Carpet,18.0,,120.0,240.0,Li-ion,2200.0,,Compatible,9.45 kg,White
Zaco V5x,134.0,,7,Vacuum mopping robot,8.1,120.0,20.0,Base station|Removable water tank,Amazon Alexa|Google Assistant,Zaco,2200.0,0.45,0.19,Hard floor,,180.0,120.0,348.0,Li-ion,2400.0,,Compatible,2.24 kg,"Gold, bronze brown"
Haws 30-RCSB1,899.0,3.3,4,Robot vacuum,7.0,90.0,,Extendable side brushes,,Haws,,,,Carpet|Linoleum|Tiles|Wood,,,90.0,,NiMH,1300.0,,Compatible,1.73 kg,"Black, Steel"
Dreame F9,249.0,4.7,159,Robot vacuum,8.0,150.0,65.0,Camera function|Laser navigation,Google Assistant,Dreame,2500.0,0.6,0.2,Carpet,20.0,250.0,150.0,180.0,Li-ion,5200.0,,Compatible,5.52 kg,White
Mova P50 Ultra,799.0,,159,Robot vacuum,,,,,,Mova,19000.0,,4.0,,,,,,,,,,,
iRobot Y051040 Roomba Combo Essential 2,445.0,1.0,1,Vacuum mopping robot,8.5,120.0,65.0,Base station,,iRobot,,,0.2,,,,120.0,,Li-ion,2600.0,Roomba Combo Essential,Compatible,2.80 kg,Black
TP-Link RV20 Max,238.0,,1,Vacuum mopping robot,8.3,180.0,55.0,Automatic dust emptying,Amazon Alexa|Google Assistant,TP-Link,5300.0,0.4,0.3,,,,180.0,,,2600.0,G20 Max,Compatible,,Black
"Wilfa RVC-B4LIN+ Robot vacuum cleaner, black",449.0,,1,Robot vacuum,9.72,,,,,Wilfa,,,2.5,,,110.0,,,,,,Compatible,,Black
"Lenovo Vacuum cleaner - robot T1S, White",392.0,,1,Vacuum mopping robot,,150.0,70.0,Laser navigation|Programmable room boundary,Amazon Alexa,Lenovo,,0.4,,,20.0,150.0,150.0,150.0,,5200.0,,Compatible,2.05 kg,White
eufy Clean X9 Robot Vacuum Cleaner and Mop,448.0,5.0,2,Vacuum mopping robot,41.6,,,Camera function,Amazon Alexa|Google Assistant,eufy Clean,5500.0,0.41,0.41,Universal,20.0,,,,,5200.0,,Compatible,14.35 kg,Black
Robert L RS 701,269.0,,2,Robot vacuum,9.0,120.0,62.0,Programmable room boundary|Staircase safe,,,,0.34,,Carpet|Hard floor,,,120.0,180.0,Li-ion,,,,3.20 kg,"Black, Silver"
Medion MD 11889 S05 SW,144.0,,2,Vacuum mopping robot,7.0,120.0,65.0,Laser navigation|Programmable cleaning schedules,,Medion,2000.0,0.4,,Carpet|Laminate|Parquet flooring|Tiles,,,120.0,360.0,,,,Compatible,2 kg,White
Lubluelu L68 cleaning robot,240.0,,2,Vacuum mopping robot,,120.0,54.0,,Amazon Alexa|Google Assistant,Lubluelu,4500.0,0.2,0.25,,,,120.0,300.0,,2600.0,,Compatible,3.90 kg,
Rowenta Explorer S50 Total Care,249.0,,2,Robot vacuum,8.0,120.0,67.0,Obstacle detector,Amazon Alexa|Google Assistant,Rowenta,,0.11,0.11,Carpet|Hard floor|Parquet flooring,,,120.0,360.0,Li-ion,,,Compatible,5.86 kg,White
Usams Odkurzacz samochodowy 6w1 XJ series czarny/black ZB291XCQ01 (US-ZB291),2890.0,,2,,,,,,,Usams,,,,,,,,,,,,,,Black
Usams Składany Mini Odkurzacz bezprzewodowy YAJ series czarny/black XCQZB25901 (US-ZB259),2990.0,,2,,10.0,,,,,Usams,,,,,,,,,,,,,0.50 kg,Black
Medion Robot Vacuum Cleaner,282.0,4.2,5,Vacuum mopping robot,10.2,240.0,66.0,Laser navigation,Amazon Alexa|Google Home,Medion,8000.0,0.45,0.45,Universal,20.0,120.0,240.0,360.0,Li-ion,5200.0,,Compatible,3 kg,"Black, White"
Lubluelu SL60D,193.0,,5,Vacuum mopping robot,,120.0,54.0,Area cleaning,Tuya,Lubluelu,4000.0,0.2,0.25,,,,120.0,300.0,,2600.0,,Compatible,3.90 kg,Black
Imou Robot vacuum cleaner RV-L11-21,279.0,,5,Robot vacuum,9.8,110.0,65.0,Laser navigation,,Imou,2700.0,0.3,0.25,Carpet|Hard floor|Laminate|Linoleum,,,110.0,240.0,,3200.0,,Compatible,11 kg,White
Philips 3000 series XU3110/02,567.0,3.5,2,Vacuum mopping robot,9.6,200.0,66.0,Infrared sensor,Amazon Alexa,Philips,4000.0,35.0,3.0,Carpet|Hard floor,17.0,150.0,200.0,390.0,Li-ion,4800.0,,Compatible,38 kg,"Beluga Metallic, Grey, Light"
Proscenic Floobot V10,179.0,,2,Robot vacuum,,,,,,Proscenic,3000.0,,,,20.0,,,,,,,,,
Ecovacs DEEBOT N30 PRO Robot Vacuum Cleaner with mopping function,560.0,,2,Vacuum mopping robot,10.4,320.0,65.0,Laser navigation,Amazon Alexa|Google Assistant,Ecovacs,10000.0,0.35,0.35,,,,320.0,390.0,Li-ion,5200.0,,Compatible,3.70 kg,White
Medion MD 20004,458.0,,2,Vacuum mopping robot,8.5,200.0,68.0,Independent emptying,Amazon Alexa|Google Assistant,Medion,8000.0,0.45,,Carpet|Laminate|Parquet flooring|Tiles,20.0,,200.0,300.0,Li-ion,,,Compatible,12.50 kg,"Black, White"
Rowenta RR9197WH,459.0,,2,Robot vacuum,9.5,120.0,70.0,,,Rowenta,4000.0,0.29,,,,,120.0,,Li-ion,,,Compatible,6.50 kg,White
Dreame L10s Pro Ultra,783.0,,2,Robot vacuum,9.7,,,Automatic dust emptying|Base station,,Dreame,7000.0,3.2,4.5,Carpet|Hard floor,,,,,,5200.0,,,4.10 kg,White
Shark RV2800YEEU Robot Vacuum Cleaner,649.0,,2,Vacuum mopping robot,36.86,110.0,,Base station,Amazon Alexa,Shark,,0.3,1.7,Carpet|Hard floor,,,110.0,,,,,Compatible,3.89 kg,"Black, Silver"
Tesla ROBOSTAR IQ700,285.0,,2,Vacuum mopping robot,9.8,100.0,65.0,Automatic power adjustment,,Tesla,3000.0,0.3,0.3,Carpet|Hard floor,20.0,,100.0,300.0,Li-ion,2600.0,,Compatible,3.30 kg,White
"Evolveo SALENTE G4, robotický vysavač (stírání vodou a UVC sterilizace)",169.0,,2,Vacuum mopping robot,8.0,120.0,,,Amazon Alexa|Google Assistant,Evolveo,,0.6,,,20.0,,120.0,,Li-ion,2600.0,,Compatible,3 kg,Black
Niceboy Charles i4_169.0,169.0,,2,Robot vacuum,7.8,,65.0,Programmable cleaning schedules,,Niceboy,,0.6,0.18,Carpet|Hard floor,,,,,Lithium,4400.0,,,2.15 kg,White
Xiaomi Viomi V2 Max,217.0,3.0,1,Vacuum mopping robot,9.45,150.0,,Laser navigation,,Xiaomi,2400.0,0.3,0.55,,,,150.0,,Li-ion,3200.0,,Compatible,3.60 kg,Black
Shark PowerDetect,369.0,,1,Robot vacuum,14.5,110.0,,Base station|Obstacle detector,Amazon Alexa|Google Assistant,Shark,,0.3,,Carpet|Hard floor|Laminate|Pad|Parquet flooring|Tiles|Tiles,,,110.0,,Li-ion,,,Compatible,9.12 kg,"Black, Silver"
Shark RV2800ZEEUWH Robot vacuum cleaner,606.0,,1,Vacuum mopping robot,44.6,110.0,,Programmable cleaning schedules,Amazon Alexa,Shark,,0.3,,Carpet,,,110.0,360.0,Li,,,Compatible,11.50 kg,"White, White / Black"
Tesla RoboStar iQ100,169.0,,1,Robot vacuum,8.0,150.0,59.0,Extendable side brushes|Staircase safe,Amazon Alexa,Tesla Electronics,,0.2,0.25,Carpet|Hard floor|Linoleum|Wood,10.0,,150.0,360.0,Li-ion,2500.0,,Compatible,3 kg,White
"Nedis Vacuum cleaner - robot, Black",1379.5,,1,Robot vacuum,7.4,100.0,65.0,Base station,,Nedis,1400.0,0.2,0.23,,,,100.0,300.0,Li-ion,2500.0,,Compatible,2.50 kg,Black
ETA Aurum Pro,509.0,,1,Robot vacuum,,240.0,73.0,,,ETA,,0.25,,Carpet|Hard floor|Linoleum,10.0,,240.0,300.0,Li-ion,,,Compatible,8.40 kg,Grey
"Sencor Vacuum cleaner - robot SRV 9550BK, Blue / Black",309.0,,1,Robot vacuum,,,,,,Sencor,8000.0,0.48,0.24,Carpet|Linoleum|Parquet flooring|Tiles,,,,,,8000.0,,Compatible,,"Blue, Blue / Black"
Rowenta RR8477WH,249.0,,1,Robot vacuum,7.85,120.0,70.0,,,Rowenta,2300.0,0.4,0.3,,,,120.0,240.0,Li-ion,,,Compatible,,White
"Maxcom Vacuum cleaner - robot MH19, Black",179.0,,1,,7.6,120.0,65.0,Programmable cleaning schedules,,Maxcom,,0.6,,,,,120.0,270.0,,,,Compatible,3.50 kg,"Black, Juoda"
Eureka Robot Hoover/E10s,489.0,,1,,,,,,,Eureka,,,,,,,,,,,,,,
UMAX UB911,262.0,,1,Robot vacuum,9.9,120.0,60.0,Base station,,UMAX,,0.6,,,,,120.0,240.0,Li-ion,5200.0,,Compatible,3.50 kg,White
Lauben 26BB Pet Cleaning Robot,219.0,,1,Robot vacuum,7.8,120.0,62.0,,,Lauben,,0.47,,,,120.0,120.0,360.0,,,,Compatible,3.10 kg,"Black, Juoda"
Liectroux C30B,309.0,5.0,1,Vacuum mopping robot,7.4,100.0,,,Amazon Alexa|Google Assistant,Liectroux,6000.0,0.6,0.35,Carpet|Hard floor|Laminate|Parquet flooring|Tiles|Wood,15.0,200.0,100.0,300.0,Li-ion,2500.0,,Compatible,2.70 kg,"Black, Gray"
Eureka J15 Black,981.0,,1,Robot vacuum,,,,,,Eureka,,,,,,,,,,,,,,
Denver Cleaning robot RVC-110,122.0,4.7,3,Vacuum mopping robot,7.5,95.0,65.0,Programmable cleaning schedules,Tuya,Denver,1400.0,0.2,0.23,Hard floor,,,95.0,,Li-ion,2500.0,,Compatible,3.82 kg,"White, White / Black"
TP-Link RV30,318.0,5.0,2,Vacuum mopping robot,9.5,180.0,60.0,Automatic power adjustment,Amazon Alexa|Google Home,TP-Link,4200.0,0.4,0.3,Carpet|Hard floor|Laminate|Linoleum,20.0,,180.0,,Li-ion,5000.0,,Compatible,3.15 kg,White
Cecotec Conga Perfect&Clean Connected Titanium,185.0,,2,,,160.0,,,,Cecotec,,,,,,,160.0,,,,,,,
Salente L7 robot vacuum 600 L Bagless Black,379.0,,2,Vacuum mopping robot,8.0,,,,Amazon Alexa|Google Assistant,Salente,3300.0,0.6,,,,,,,Li-ion,5200.0,,Compatible,3.35 kg,Black
iRobot Roomba 960,379.0,4.4,86,Robot vacuum,9.2,75.0,58.0,Obstacle detector|Programmable room boundary|Staircase safe,Amazon Alexa|Google Assistant|IFTTT,iRobot,,0.6,,Carpet|Laminate|Parquet flooring|Stone|Tiles,,150.0,75.0,180.0,Li-ion,2130.0,,Compatible,3.90 kg,"Black, Grey"
Ecovacs Deebot X2 Omni_67831.0,678.31,3.5,20,Vacuum mopping robot,9.5,186.0,65.5,Carpet detection|Configurable cleaning programmes|Obstacle detector|Programmable room boundary,Amazon Alexa|Google Assistant,Ecovacs,8000.0,0.42,4.0,Carpet|Hard floor|Tiles,22.0,140.0,186.0,330.0,Li-ion,5200.0,,Compatible,19.60 kg,Black
Ecovacs Deebot X2 Omni_782.0,782.0,,86,Vacuum mopping robot,9.5,186.0,65.5,,,Ecovacs,8000.0,0.42,,Carpet,,,186.0,330.0,Li-ion,6400.0,,Compatible,,White
Electrolux PI92-4STN,539.0,4.5,31,Robot vacuum,8.5,70.0,75.0,Camera function|Laser navigation|Obstacle detector|Programmable room boundary|Staircase safe,IFTTT,Electrolux,,0.7,,Laminate|Linoleum|Parquet flooring,,70.0,70.0,120.0,Li,2500.0,,Compatible,2.50 kg,"Black, Space Teal"
Dreame L10S Pro,599.0,4.3,30,Vacuum mopping robot,9.7,150.0,70.0,Camera function|Self-cleaning mop pads,Amazon Alexa|Apple Siri|Google Assistant,Dreame,5300.0,0.45,0.19,Carpet|Laminate|Parquet flooring|Tiles,,,150.0,360.0,Li-ion,5200.0,,Compatible,4.20 kg,"Black, Grey"
iRobot Roomba 698,147.0,4.3,97,Robot vacuum,9.3,90.0,,Programmable cleaning schedules|Programmable room boundary,Amazon Alexa|Apple Siri|Google Assistant|Swisscom HOME App,iRobot,,0.6,,Carpet|Laminate|Parquet flooring|Stone|Tiles,16.0,,90.0,120.0,Li-ion,1800.0,,Compatible,3.60 kg,"Black, Gray, Grey"
Xiaomi Xclea smart robot vacuum and mop cleaner with cleaning base H30 Plus white,559.0,,97,Vacuum mopping robot,,,,,,Xiaomi,,,,,,,,,,,,,,White
Aeno RC1S,579.0,,97,Robot vacuum,9.8,220.0,65.0,,Amazon Alexa|Apple Siri|Google Assistant,Aeno,4000.0,0.6,0.37,,,,220.0,300.0,Li-ion,5200.0,,Compatible,3.20 kg,Black
"Evolveo SALENTE L6, laserový robotický vysavač (stírání vodou a nabíjecí stanice)",239.0,,97,Vacuum mopping robot,8.0,,,,Amazon Alexa|Google Assistant,Evolveo,,0.6,,,20.0,,,,Li-ion,3200.0,,Compatible,3.35 kg,Black
Shark RV2500SEU,639.0,1.0,1,Robot vacuum,10.0,120.0,,Carpet detection,Amazon Alexa|Google Assistant,Shark,,0.9,0.18,Carpet|Hard floor,,,120.0,,Li-ion,1800.0,,Compatible,5 kg,"Black, Black / Grey"
Patona VM16 Premium,148.0,,1,Vacuum mopping robot,9.6,90.0,,Laser navigation|Obstacle detector|Programmable room boundary|Staircase safe,Amazon Alexa|Apple Siri|Google Assistant,Patona,2500.0,0.6,0.36,Carpet|Laminate|Parquet flooring|Plastic|Stone|Tiles,20.0,200.0,90.0,120.0,Li-ion,3200.0,,Compatible,3 kg,Black
Stollar Food processor the Multi Food P,139.0,,1,,,,,,,Stollar,,,,,,,,,,,,,,
Rowenta RR8575WH,470.0,,1,Vacuum mopping robot,9.5,120.0,70.0,Laser navigation,Amazon Alexa|Google Assistant,Rowenta,,0.3,0.3,,,,120.0,240.0,Li-ion,,,Compatible,3.45 kg,Black
"Sencor SRV 1000SL robot vacuum 0.2 L Bagless Black, Silver",779.0,,1,Vacuum mopping robot,7.5,80.0,65.0,,,Sencor,10.0,0.2,0.2,Laminate|Linoleum|Tiles|Wood,10.0,,80.0,180.0,Li-ion,1500.0,,,2.50 kg,"Black, Silver"
Rowenta Explorer RR7455 Robot Vacuum Cleaner Bagless,585.0,,1,Vacuum mopping robot,6.0,90.0,65.0,Infrared sensor,,Rowenta,,0.4,0.11,,,,90.0,300.0,Li-ion,,,Compatible,3.45 kg,Black
Xiaomi Viomi V3 Max,329.0,4.7,3,Vacuum mopping robot,10.5,215.0,70.0,Laser navigation,,Xiaomi,2700.0,0.4,0.4,,,,215.0,,,5200.0,,Compatible,4.50 kg,Black
AEG AR61UW1DB - Hygenic 6000 - Robotstofzuiger - Dweilen en stofzuigen,482.0,,3,Vacuum mopping robot,7.8,120.0,72.0,,,AEG,,0.22,0.25,,,,120.0,240.0,Li-ion,2600.0,,Compatible,,Black
Imou RV-L11-A,449.0,,3,Vacuum mopping robot,9.8,110.0,65.0,Infrared sensor|Laser navigation,,Imou,2600.0,0.3,0.25,Carpet|Hard floor,20.0,,110.0,240.0,Li-ion,3200.0,,Compatible,7.80 kg,Black
TP-Link TAPO RV20 MOP - MagSlim LiDAR hoover and mop robot,289.0,,6,Robot vacuum,7.8,180.0,51.0,,Amazon Alexa|Google Home,TP-Link,,,,,,,180.0,,,,,Compatible,,
EZVIZ RC3,181.0,1.0,1,Robot vacuum,7.85,190.0,74.0,Automatic power adjustment,Amazon Alexa|Google Assistant,EZVIZ,4000.0,0.4,0.15,Carpet|Hard floor|Parquet flooring|Tiles,20.0,0.0,190.0,300.0,Li-ion,2600.0,,Compatible,4.80 kg,White
"Rowenta Explorer 95 RR7975. Dust container type: Bagless, Product colour: Black, Shape: Round. Functions of",579.0,5.0,1,Robot vacuum,10.3,225.0,60.0,Camera function|Programmable cleaning schedules,Amazon Alexa|Google Assistant,Rowenta,,0.5,,,,,225.0,240.0,Li-ion,,,Compatible,4.60 kg,Black
"Mamibot Vacuum cleaner - robot Provactitan, White",183.0,,1,Robot vacuum,,105.0,65.0,Programmable cleaning schedules,,Mamibot,1100.0,0.25,0.25,Ceramic|Laminate|Wood,,,105.0,300.0,Lithium,2600.0,,Compatible,2.50 kg,White
Xiaomi Robot Vacuum Mop 2S,369.0,4.7,60,Robot vacuum,9.45,170.0,53.0,Laser navigation|Obstacle detector|Programmable room boundary,Amazon Alexa,Xiaomi,2500.0,0.3,0.2,,,,170.0,,Li-ion,2600.0,,Compatible,3.60 kg,White
Tesla Intelligent robotic vacuum cleaner AI100 TSL-VC-AI100,119.0,,60,Vacuum mopping robot,,,,,,Tesla,,,,,,,,,,,,,,
Rowenta RR8585CH X-Plorer Series 75 with suction station,458.0,3.7,3,Vacuum mopping robot,9.5,120.0,65.0,Base station|Programmable room boundary,Amazon Alexa|Google Assistant,Rowenta,2700.0,0.26,0.3,Carpet|Laminate|Parquet flooring|Tiles,18.0,120.0,120.0,240.0,Li-ion,,,Compatible,9.32 kg,Black
Roborock E4,546.0,4.5,27,Robot vacuum,9.5,150.0,67.0,Obstacle detector|Programmable room boundary|Staircase safe,Amazon Alexa|Google Assistant,Roborock,2000.0,0.64,0.18,Carpet|Hard floor,20.0,200.0,150.0,360.0,Li-ion,5200.0,,Compatible,2.96 kg,Black
Ecovacs N20 Deebot,201.0,1.0,1,Robot vacuum,9.6,300.0,65.0,Automatic dust emptying,Google Assistant,Ecovacs,8000.0,0.4,0.22,Carpet|Hard floor|Tiles,20.0,,300.0,330.0,Li-ion,5200.0,,Compatible,0.28 kg,White
Aeno RC2S,398.0,,1,Vacuum mopping robot,9.6,130.0,65.0,Laser navigation,Amazon Alexa,Aeno,2500.0,0.6,0.35,,,,130.0,300.0,Li-ion,3000.0,,Compatible,2.70 kg,White
Lenovo E2 Pro cleaning robot,209.0,,1,Robot vacuum,7.6,150.0,65.0,,,Lenovo,,0.45,,,,,150.0,360.0,,,,Compatible,3 kg,Black
Roborock E5_289.0,289.0,4.5,6,Robot vacuum,9.65,200.0,69.0,Obstacle detector,Amazon Alexa|Google Home,Roborock,2500.0,0.64,180.0,Carpet|Hard floor|Parquet flooring,,,200.0,360.0,Li-ion,5200.0,,Compatible,7.20 kg,Black
Rowenta Animal X-Plorer Serie 50,222.0,,6,Vacuum mopping robot,8.0,120.0,67.0,Base station|Obstacle detector,Amazon Alexa|Google Assistant,Rowenta,2000.0,0.4,,,,,120.0,360.0,Li-ion,,,Compatible,3.79 kg,Black
Rowenta Robot vacuum cleaner,389.0,,6,Vacuum mopping robot,9.7,120.0,70.0,Camera function|Laser navigation,Amazon Alexa|Google Assistant,Rowenta,,0.25,,,,,120.0,180.0,Li-ion,,,Compatible,3.86 kg,Black
Concept VR3205 Robot Vacuum Cleaner Bagless,316.0,,6,Vacuum mopping robot,10.0,250.0,70.0,,,Concept,,0.6,0.3,Carpet,,,250.0,300.0,Li-ion,5200.0,,Compatible,3.10 kg,White
Medion S15 SW Robot vacuum cleaner (50070905),169.0,,6,Robot vacuum,8.0,90.0,,,,Medion,1400.0,,,Hard floor|Laminate|Linoleum|Parquet flooring|Tiles,,,90.0,,Li-ion,,,,,White
Onson D382,379.0,,6,Robot vacuum,,,55.0,,Amazon Alexa|Google Assistant,Onson,1500.0,,,,,,,,,,,Compatible,,Black
Rowenta RR8497WH,349.0,,6,Robot vacuum,7.85,120.0,70.0,,,Rowenta,2300.0,0.35,0.3,,,,120.0,240.0,Li-ion,,,Compatible,,White
eufy Robovac G10 Hybrid,159.0,4.2,49,Vacuum mopping robot,7.25,90.0,55.0,Obstacle detector|Staircase safe,Google Assistant,eufy,2000.0,0.45,0.13,Hard floor,,,90.0,360.0,Li-ion,2600.0,,Compatible,2.50 kg,Black
